,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Presentations Text,Agenda Text,Agenda Packet Text,Minutes Text,Written Communications Text,YouTube Transcription Text,Video Text,Audio Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Presentations URL,Agenda URL,Agenda Packet URL,Minutes URL,Written Communications URL,YouTube Transcription URL,Video URL,Audio URL
3,City Council,12/1/2015,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=395760&GUID=1E7327F1-0FDF-4E22-9F51-EC7DFEF5F322,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=395760&GUID=1E7327F1-0FDF-4E22-9F51-EC7DFEF5F322&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=395760&GUID=1E7327F1-0FDF-4E22-9F51-EC7DFEF5F322,,https://cupertino.legistar.com/View.ashx?M=M&ID=395760&GUID=1E7327F1-0FDF-4E22-9F51-EC7DFEF5F322,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
4,Administrative Hearing,11/26/2015,,5:00 PM,Conference Room CCancelled - Thanksgiving Day Holiday,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398064&GUID=978B5A02-D9BE-4119-A5FC-92A2D7710C89,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398064&GUID=978B5A02-D9BE-4119-A5FC-92A2D7710C89&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398064&GUID=978B5A02-D9BE-4119-A5FC-92A2D7710C89,,,,,,
5,Planning Commission,11/24/2015,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Agenda,Not available,Approved Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398058&GUID=BF21011F-2159-4C74-BCF6-5A633B076974,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398058&GUID=BF21011F-2159-4C74-BCF6-5A633B076974&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398058&GUID=BF21011F-2159-4C74-BCF6-5A633B076974,,https://cupertino.legistar.com/View.ashx?M=M&ID=398058&GUID=BF21011F-2159-4C74-BCF6-5A633B076974,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
6,Fine Arts Commission,11/23/2015,,7:00 PM,"City Hall, 10300 Torre Ave, Conference Room C",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23087&GUID=B9B4CED8-90A4-48B4-A310-82855DD76141,,https://cupertino.legistar.com/View.ashx?M=IC&ID=366122&GUID=9F7F359E-DD4F-42C9-8598-1D1C7579D80E,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=366122&GUID=9F7F359E-DD4F-42C9-8598-1D1C7579D80E&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=366122&GUID=9F7F359E-DD4F-42C9-8598-1D1C7579D80E,,https://cupertino.legistar.com/View.ashx?M=M&ID=366122&GUID=9F7F359E-DD4F-42C9-8598-1D1C7579D80E,,,,
7,Design Review Committee,11/19/2015,,5:00 PM,Conference Room CCancelled,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398060&GUID=D21A35B7-092F-4117-B074-D8681178F6E3,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398060&GUID=D21A35B7-092F-4117-B074-D8681178F6E3&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398060&GUID=D21A35B7-092F-4117-B074-D8681178F6E3,,,,,,
8,Disaster Council,11/19/2015,,2:00 PM,"10300 Torre Avenue, City Hall EOC",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=29143&GUID=E2C83AA1-5E1B-4162-8A03-D21524763B92,,https://cupertino.legistar.com/View.ashx?M=IC&ID=432988&GUID=67E5EFCC-BFBA-4396-90A4-B0C3378278EF,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=432988&GUID=67E5EFCC-BFBA-4396-90A4-B0C3378278EF&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=432988&GUID=67E5EFCC-BFBA-4396-90A4-B0C3378278EF,,https://cupertino.legistar.com/View.ashx?M=M&ID=432988&GUID=67E5EFCC-BFBA-4396-90A4-B0C3378278EF,,,,
9,Environmental Review Committee,11/19/2015,,9:30 AM,Conference Room CCancelled,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398062&GUID=D3D5A0C5-66BF-45F6-BC6C-0000AC2A89A9,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398062&GUID=D3D5A0C5-66BF-45F6-BC6C-0000AC2A89A9&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398062&GUID=D3D5A0C5-66BF-45F6-BC6C-0000AC2A89A9,,,,,,
10,Bicycle Pedestrian Commission,11/18/2015,,7:00 PM,"10300 Torre Ave., Conf. Room A",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22794&GUID=DA4EFDBB-359F-4536-B6AE-E3BED44110B2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=373195&GUID=666F4261-1624-4D65-9EE6-D470C19A3EF2,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=373195&GUID=666F4261-1624-4D65-9EE6-D470C19A3EF2&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=373195&GUID=666F4261-1624-4D65-9EE6-D470C19A3EF2,,https://cupertino.legistar.com/View.ashx?M=M&ID=373195&GUID=666F4261-1624-4D65-9EE6-D470C19A3EF2,,,,
11,Teen Commission,11/18/2015,,6:00 PM,"Quinlan Community Center, 10185 N. Stelling Rd.Special Meeting",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=444238&GUID=25D3EE82-08A9-4837-A403-70E1BCF80052,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=444238&GUID=25D3EE82-08A9-4837-A403-70E1BCF80052&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=444238&GUID=25D3EE82-08A9-4837-A403-70E1BCF80052,,https://cupertino.legistar.com/View.ashx?M=M&ID=444238&GUID=25D3EE82-08A9-4837-A403-70E1BCF80052,,,,
12,City Council,11/17/2015,,5:30 PM,10300 Torre Avenue and 10350 Torre AvenueNon-televised Closed Session (5:30) Followed by Televised Meeting (6:45),Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=395759&GUID=5AC6D57F-CBEA-4AEC-9A56-6E3A56F349A7,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=395759&GUID=5AC6D57F-CBEA-4AEC-9A56-6E3A56F349A7&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=395759&GUID=5AC6D57F-CBEA-4AEC-9A56-6E3A56F349A7,,https://cupertino.legistar.com/View.ashx?M=M&ID=395759&GUID=5AC6D57F-CBEA-4AEC-9A56-6E3A56F349A7,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
13,Public Safety Commission,11/12/2015,,6:00 PM,"10300 Torre Ave., Conf. Room A",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23091&GUID=54D4C363-B8EB-443D-BCEE-5E4FD02C8C11,,https://cupertino.legistar.com/View.ashx?M=IC&ID=373178&GUID=80708095-BFC5-4F96-8712-AF17FEA20B7B,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=373178&GUID=80708095-BFC5-4F96-8712-AF17FEA20B7B&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=373178&GUID=80708095-BFC5-4F96-8712-AF17FEA20B7B,,https://cupertino.legistar.com/View.ashx?M=M&ID=373178&GUID=80708095-BFC5-4F96-8712-AF17FEA20B7B,,,,
14,Administrative Hearing,11/12/2015,,5:00 PM,Conference Room C,Meeting details,Not available,Agenda,Not available,Approved Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398063&GUID=2AD6FB86-F598-46BC-961C-758C386B35E8,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398063&GUID=2AD6FB86-F598-46BC-961C-758C386B35E8&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398063&GUID=2AD6FB86-F598-46BC-961C-758C386B35E8,,https://cupertino.legistar.com/View.ashx?M=M&ID=398063&GUID=2AD6FB86-F598-46BC-961C-758C386B35E8,,,,
15,Housing Commission,11/12/2015,,9:00 AM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23088&GUID=E3F97C7E-3705-41B8-907A-ABEDC50EDFF1,,https://cupertino.legistar.com/View.ashx?M=IC&ID=443696&GUID=C111F915-0360-41A1-A38C-82C3AF390650,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=443696&GUID=C111F915-0360-41A1-A38C-82C3AF390650&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=443696&GUID=C111F915-0360-41A1-A38C-82C3AF390650,,,,,,
16,Teen Commission,11/11/2015,,6:00 PM,"Quinlan Community Center, 10185 N. Stelling Rd.CANCELLED",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=444237&GUID=914050A2-5FC6-4503-BE4E-9474FC368458,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=444237&GUID=914050A2-5FC6-4503-BE4E-9474FC368458&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=444237&GUID=914050A2-5FC6-4503-BE4E-9474FC368458,,,,,,
17,Library Commission,11/10/2015,,7:00 PM,"10300 Torre Avenue, City Hall, Conference Room C",Meeting details,Not available,Special Meeting Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23089&GUID=82144D6A-94F6-4207-B502-D8C42E4E1C41,,https://cupertino.legistar.com/View.ashx?M=IC&ID=441831&GUID=EB07805E-7D33-47B6-B169-766C3896E826,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=441831&GUID=EB07805E-7D33-47B6-B169-766C3896E826&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=441831&GUID=EB07805E-7D33-47B6-B169-766C3896E826,,https://cupertino.legistar.com/View.ashx?M=M&ID=441831&GUID=EB07805E-7D33-47B6-B169-766C3896E826,,,,
18,Planning Commission,11/10/2015,,6:45 PM,"10350 Torre Avenue, Council ChamberCancelled",Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398057&GUID=6622243F-7658-4832-9D72-4D48CD3C3637,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398057&GUID=6622243F-7658-4832-9D72-4D48CD3C3637&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398057&GUID=6622243F-7658-4832-9D72-4D48CD3C3637,,,,,,
19,Economic Development Committee,11/10/2015,,10:00 AM,"10300 Torre Avenue, City Hall Conference Room ACancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=28147&GUID=62FA8652-165E-44BE-AD51-F837FB7AA564,,https://cupertino.legistar.com/View.ashx?M=IC&ID=443697&GUID=DB8F0C2B-FB71-4232-9B1A-C5CE0F34B621,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=443697&GUID=DB8F0C2B-FB71-4232-9B1A-C5CE0F34B621&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=443697&GUID=DB8F0C2B-FB71-4232-9B1A-C5CE0F34B621,,,,,,
20,Parks and Recreation Commission,11/5/2015,,7:00 PM,"10350 Torre Avenue, Community HallNote: This meeting will be televised",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23090&GUID=2EF4EA37-633F-439B-B4C7-FD12541BFAEF,,https://cupertino.legistar.com/View.ashx?M=IC&ID=441515&GUID=36D0C1C4-6AB9-48EC-B36F-C0EC2E6E3FA0,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=441515&GUID=36D0C1C4-6AB9-48EC-B36F-C0EC2E6E3FA0&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=441515&GUID=36D0C1C4-6AB9-48EC-B36F-C0EC2E6E3FA0,,https://cupertino.legistar.com/View.ashx?M=M&ID=441515&GUID=36D0C1C4-6AB9-48EC-B36F-C0EC2E6E3FA0,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
21,Design Review Committee,11/5/2015,,5:00 PM,Conference Room CCancelled,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398059&GUID=88B3BAED-C379-4F10-B25E-5120930BAB70,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398059&GUID=88B3BAED-C379-4F10-B25E-5120930BAB70&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398059&GUID=88B3BAED-C379-4F10-B25E-5120930BAB70,,,,,,
22,Audit Committee,11/5/2015,,3:00 PM,Conference Room ASpecial Meeting,Meeting details,Not available,Audit Committee Special Meeting Agenda,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22536&GUID=59A62F38-91FE-4E23-9CF8-8D2A5072A75B,,https://cupertino.legistar.com/View.ashx?M=IC&ID=376935&GUID=86C78F3E-1146-48C7-84AC-398AD322A002,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=376935&GUID=86C78F3E-1146-48C7-84AC-398AD322A002&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=376935&GUID=86C78F3E-1146-48C7-84AC-398AD322A002,,,,,,
23,Environmental Review Committee,11/5/2015,,9:30 AM,Conference Room CCancelled,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398061&GUID=37DF1F4D-5B75-4E49-82D7-D6BECCC1C16E,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398061&GUID=37DF1F4D-5B75-4E49-82D7-D6BECCC1C16E&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398061&GUID=37DF1F4D-5B75-4E49-82D7-D6BECCC1C16E,,,,,,
24,Library Commission,11/4/2015,,7:00 PM,"10300 Torre Avenue, City Hall, Conference Room C",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23089&GUID=82144D6A-94F6-4207-B502-D8C42E4E1C41,,https://cupertino.legistar.com/View.ashx?M=IC&ID=441829&GUID=3351B040-EA5C-4F49-8867-A5AF633DC915,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=441829&GUID=3351B040-EA5C-4F49-8867-A5AF633DC915&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=441829&GUID=3351B040-EA5C-4F49-8867-A5AF633DC915,,,,,,
25,TICC,11/4/2015,,7:00 PM,"10300 Torre Avenue, City Hall Conference Room A",Meeting details,Not available,Agenda,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23093&GUID=1A328291-57A3-49C3-BAC7-23F4880CAE43,,https://cupertino.legistar.com/View.ashx?M=IC&ID=442935&GUID=4C4A31EE-5AB2-4B69-A360-6540AD19C77D,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=442935&GUID=4C4A31EE-5AB2-4B69-A360-6540AD19C77D&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=442935&GUID=4C4A31EE-5AB2-4B69-A360-6540AD19C77D,,https://cupertino.legistar.com/View.ashx?M=M&ID=442935&GUID=4C4A31EE-5AB2-4B69-A360-6540AD19C77D,,,,
26,City Council,11/3/2015,,6:45 PM,"10350 Torre Avenue, Council ChamberSpecial Televised Meeting (6:45)",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=437695&GUID=A21FAAE5-B3A1-4E80-8764-F23C426B329C,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=437695&GUID=A21FAAE5-B3A1-4E80-8764-F23C426B329C&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=437695&GUID=A21FAAE5-B3A1-4E80-8764-F23C426B329C,,https://cupertino.legistar.com/View.ashx?M=M&ID=437695&GUID=A21FAAE5-B3A1-4E80-8764-F23C426B329C,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
27,City Council,11/2/2015,,6:45 PM,"10350 Torre Avenue, Council ChamberCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=395758&GUID=D06CDBF1-486C-43FB-85DA-64B5D2C7E782,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=395758&GUID=D06CDBF1-486C-43FB-85DA-64B5D2C7E782&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=395758&GUID=D06CDBF1-486C-43FB-85DA-64B5D2C7E782,,,,,,
28,Teen Commission,10/28/2015,,6:00 PM,"McClellan Ranch House - Conference Room, 	22221 McClellan Rd, Cupertino, CA 95014",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=441676&GUID=C5BD8414-BC73-4207-8080-C82577F5889C,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=441676&GUID=C5BD8414-BC73-4207-8080-C82577F5889C&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=441676&GUID=C5BD8414-BC73-4207-8080-C82577F5889C,,https://cupertino.legistar.com/View.ashx?M=M&ID=441676&GUID=C5BD8414-BC73-4207-8080-C82577F5889C,,,,
29,Planning Commission,10/27/2015,,6:45 PM,"10350 Torre Avenue, Council ChamberCancelled",Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398050&GUID=7ADFB97C-33F9-4D8D-92EA-3C6F4D8C33C0,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398050&GUID=7ADFB97C-33F9-4D8D-92EA-3C6F4D8C33C0&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398050&GUID=7ADFB97C-33F9-4D8D-92EA-3C6F4D8C33C0,,,,,,
30,Administrative Hearing,10/22/2015,,5:00 PM,Conference Room CCancelled,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=398056&GUID=69EBF643-45F4-42DB-9BDF-D5EAC9C3FE5D,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=398056&GUID=69EBF643-45F4-42DB-9BDF-D5EAC9C3FE5D&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=398056&GUID=69EBF643-45F4-42DB-9BDF-D5EAC9C3FE5D,,,,,,
31,Bicycle Pedestrian Commission,10/21/2015,,7:00 PM,"10300 Torre Ave., Conf. Room A",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22794&GUID=DA4EFDBB-359F-4536-B6AE-E3BED44110B2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=373194&GUID=B67FB5F5-3E72-41C1-9BB3-E2CA10310BB8,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=373194&GUID=B67FB5F5-3E72-41C1-9BB3-E2CA10310BB8&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=373194&GUID=B67FB5F5-3E72-41C1-9BB3-E2CA10310BB8,,https://cupertino.legistar.com/View.ashx?M=M&ID=373194&GUID=B67FB5F5-3E72-41C1-9BB3-E2CA10310BB8,,,,
