,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Media Column Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Media Column URL
58,City Council,6/20/2017,,6:30 PM,"Council Chambers & Plaza - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL, SHORELINE REGIONAL PARK COMMUNITY, AND THE CITY OF MOUNTAIN VIEW CAPITAL IMPROVEMENTS FINANCING AUTHORITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=547484&GUID=46633A6F-1978-4806-84B4-3BC0FF467407,,,MeetingDetail.aspx?ID=547484&GUID=46633A6F-1978-4806-84B4-3BC0FF467407&Options=info&Search=,View.ashx?M=A&ID=547484&GUID=46633A6F-1978-4806-84B4-3BC0FF467407,View.ashx?M=M&ID=547484&GUID=46633A6F-1978-4806-84B4-3BC0FF467407,#
59,City Council,6/20/2017,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=557436&GUID=78488911-72A2-4B92-ACC3-B534D3A503AD,,,,,View.ashx?M=M&ID=557436&GUID=78488911-72A2-4B92-ACC3-B534D3A503AD,
60,Library Board,6/19/2017,,7:30 PM,Gossamer Conference Room,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=554105&GUID=0037E5DF-681B-47C9-B72A-F165C85C79C8,,,MeetingDetail.aspx?ID=554105&GUID=0037E5DF-681B-47C9-B72A-F165C85C79C8&Options=info&Search=,,View.ashx?M=M&ID=554105&GUID=0037E5DF-681B-47C9-B72A-F165C85C79C8,
61,Rental Housing Committee,6/19/2017,,7:00 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=553520&GUID=84A674C8-5E56-453F-AECD-CB148D32E62F,,,MeetingDetail.aspx?ID=553520&GUID=84A674C8-5E56-453F-AECD-CB148D32E62F&Options=info&Search=,View.ashx?M=A&ID=553520&GUID=84A674C8-5E56-453F-AECD-CB148D32E62F,View.ashx?M=M&ID=553520&GUID=84A674C8-5E56-453F-AECD-CB148D32E62F,#
62,Parks and Recreation Commission and Urban Forestry Board,6/14/2017,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=552155&GUID=8238AD45-93DB-4176-AEE5-57E1D22DBF26,,,MeetingDetail.aspx?ID=552155&GUID=8238AD45-93DB-4176-AEE5-57E1D22DBF26&Options=info&Search=,View.ashx?M=A&ID=552155&GUID=8238AD45-93DB-4176-AEE5-57E1D22DBF26,View.ashx?M=M&ID=552155&GUID=8238AD45-93DB-4176-AEE5-57E1D22DBF26,
63,City Council,6/13/2017,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=554800&GUID=3453E7CA-FA86-4B7B-9E24-19866A47B56B,,,,,View.ashx?M=M&ID=554800&GUID=3453E7CA-FA86-4B7B-9E24-19866A47B56B,
64,City Council,6/13/2017,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=547365&GUID=B1BCE88A-6C41-4587-A511-FC78B12B4B3F,,,MeetingDetail.aspx?ID=547365&GUID=B1BCE88A-6C41-4587-A511-FC78B12B4B3F&Options=info&Search=,View.ashx?M=A&ID=547365&GUID=B1BCE88A-6C41-4587-A511-FC78B12B4B3F,View.ashx?M=M&ID=547365&GUID=B1BCE88A-6C41-4587-A511-FC78B12B4B3F,#
65,Rental Housing Committee,6/8/2017,,7:00 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=549052&GUID=1084F7EB-94CD-4C17-A67A-54558BCBAA31,,,MeetingDetail.aspx?ID=549052&GUID=1084F7EB-94CD-4C17-A67A-54558BCBAA31&Options=info&Search=,View.ashx?M=A&ID=549052&GUID=1084F7EB-94CD-4C17-A67A-54558BCBAA31,View.ashx?M=M&ID=549052&GUID=1084F7EB-94CD-4C17-A67A-54558BCBAA31,
66,Environmental Planning Commission,6/7/2017,,7:00 PM,Council Chambers,Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=550919&GUID=402045B9-6416-4455-A957-BBD3A2CD00DE,,,MeetingDetail.aspx?ID=550919&GUID=402045B9-6416-4455-A957-BBD3A2CD00DE&Options=info&Search=,View.ashx?M=A&ID=550919&GUID=402045B9-6416-4455-A957-BBD3A2CD00DE,,#
67,City Council,6/6/2017,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=552451&GUID=21838EB6-36C0-48A8-A8EB-BD53BE5804D7,,,,,View.ashx?M=M&ID=552451&GUID=21838EB6-36C0-48A8-A8EB-BD53BE5804D7,
68,City Council,6/6/2017,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=547101&GUID=111E3806-A9F1-4080-9148-583742A7EE02,,,MeetingDetail.aspx?ID=547101&GUID=111E3806-A9F1-4080-9148-583742A7EE02&Options=info&Search=,View.ashx?M=A&ID=547101&GUID=111E3806-A9F1-4080-9148-583742A7EE02,View.ashx?M=M&ID=547101&GUID=111E3806-A9F1-4080-9148-583742A7EE02,#
69,Human Relations Commission,6/1/2017,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=549937&GUID=35E91589-21E0-4684-B0E9-8F1EEA850759,,,MeetingDetail.aspx?ID=549937&GUID=35E91589-21E0-4684-B0E9-8F1EEA850759&Options=info&Search=,View.ashx?M=A&ID=549937&GUID=35E91589-21E0-4684-B0E9-8F1EEA850759,View.ashx?M=M&ID=549937&GUID=35E91589-21E0-4684-B0E9-8F1EEA850759,#
70,City Council,5/23/2017,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=551283&GUID=D7EF16B9-4E6B-4DE5-988E-31C9FE1D80AA,,,,,View.ashx?M=M&ID=551283&GUID=D7EF16B9-4E6B-4DE5-988E-31C9FE1D80AA,
71,City Council,5/23/2017,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND THE SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=546589&GUID=1C7A6B5F-98A6-4989-93FB-F352CABA4BDF,,,MeetingDetail.aspx?ID=546589&GUID=1C7A6B5F-98A6-4989-93FB-F352CABA4BDF&Options=info&Search=,View.ashx?M=A&ID=546589&GUID=1C7A6B5F-98A6-4989-93FB-F352CABA4BDF,View.ashx?M=M&ID=546589&GUID=1C7A6B5F-98A6-4989-93FB-F352CABA4BDF,#
72,Rental Housing Committee,5/22/2017,,8:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=545312&GUID=4E168879-1788-4099-946A-58879C0064D0,,,MeetingDetail.aspx?ID=545312&GUID=4E168879-1788-4099-946A-58879C0064D0&Options=info&Search=,View.ashx?M=A&ID=545312&GUID=4E168879-1788-4099-946A-58879C0064D0,View.ashx?M=M&ID=545312&GUID=4E168879-1788-4099-946A-58879C0064D0,#
73,City Council,5/16/2017,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=550340&GUID=5EC6E0E8-329F-4B36-9D54-C3A0376BC444,,,,,View.ashx?M=M&ID=550340&GUID=5EC6E0E8-329F-4B36-9D54-C3A0376BC444,
74,City Council,5/16/2017,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=546402&GUID=6D60FDFC-8E0C-4C2C-A0BE-731528F8A054,,,MeetingDetail.aspx?ID=546402&GUID=6D60FDFC-8E0C-4C2C-A0BE-731528F8A054&Options=info&Search=,View.ashx?M=A&ID=546402&GUID=6D60FDFC-8E0C-4C2C-A0BE-731528F8A054,View.ashx?M=M&ID=546402&GUID=6D60FDFC-8E0C-4C2C-A0BE-731528F8A054,#
75,City Council,5/16/2017,,12:30 PM,"Mountain View Center for Performing Arts
500 Castro St.SPECIAL MEETING OF THE CITY COUNCIL",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=548524&GUID=5291BCD6-4CC1-424E-BC5A-221E45049A60,,,MeetingDetail.aspx?ID=548524&GUID=5291BCD6-4CC1-424E-BC5A-221E45049A60&Options=info&Search=,View.ashx?M=A&ID=548524&GUID=5291BCD6-4CC1-424E-BC5A-221E45049A60,View.ashx?M=M&ID=548524&GUID=5291BCD6-4CC1-424E-BC5A-221E45049A60,#
76,Library Board,5/15/2017,,7:30 PM,Gossamer Conference Room,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=547389&GUID=1744F774-C9B1-44C6-8210-C9388C94C4F7,,,MeetingDetail.aspx?ID=547389&GUID=1744F774-C9B1-44C6-8210-C9388C94C4F7&Options=info&Search=,,View.ashx?M=M&ID=547389&GUID=1744F774-C9B1-44C6-8210-C9388C94C4F7,
77,Parks and Recreation Commission and Urban Forestry Board,5/10/2017,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=545792&GUID=23BFACF6-9F6F-4828-896C-F62FF4689718,,,MeetingDetail.aspx?ID=545792&GUID=23BFACF6-9F6F-4828-896C-F62FF4689718&Options=info&Search=,View.ashx?M=A&ID=545792&GUID=23BFACF6-9F6F-4828-896C-F62FF4689718,View.ashx?M=M&ID=545792&GUID=23BFACF6-9F6F-4828-896C-F62FF4689718,
78,Rental Housing Committee,5/8/2017,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=545213&GUID=5EB148DA-CB61-431F-861E-F940317DB5F8,,,MeetingDetail.aspx?ID=545213&GUID=5EB148DA-CB61-431F-861E-F940317DB5F8&Options=info&Search=,View.ashx?M=A&ID=545213&GUID=5EB148DA-CB61-431F-861E-F940317DB5F8,View.ashx?M=M&ID=545213&GUID=5EB148DA-CB61-431F-861E-F940317DB5F8,#
79,Human Relations Commission,5/4/2017,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=544593&GUID=F084A788-F33D-4F2E-8742-6B14A213AB7B,,,MeetingDetail.aspx?ID=544593&GUID=F084A788-F33D-4F2E-8742-6B14A213AB7B&Options=info&Search=,View.ashx?M=A&ID=544593&GUID=F084A788-F33D-4F2E-8742-6B14A213AB7B,View.ashx?M=M&ID=544593&GUID=F084A788-F33D-4F2E-8742-6B14A213AB7B,#
80,Environmental Planning Commission,5/3/2017,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=545847&GUID=5DE931E6-DC22-4E2C-8D98-429F16A6ACC0,,,MeetingDetail.aspx?ID=545847&GUID=5DE931E6-DC22-4E2C-8D98-429F16A6ACC0&Options=info&Search=,View.ashx?M=A&ID=545847&GUID=5DE931E6-DC22-4E2C-8D98-429F16A6ACC0,View.ashx?M=M&ID=545847&GUID=5DE931E6-DC22-4E2C-8D98-429F16A6ACC0,#
81,City Council,5/2/2017,,5:00 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=545012&GUID=EE4428A0-44A9-439D-8D8D-E0E80158A51C,,,MeetingDetail.aspx?ID=545012&GUID=EE4428A0-44A9-439D-8D8D-E0E80158A51C&Options=info&Search=,View.ashx?M=A&ID=545012&GUID=EE4428A0-44A9-439D-8D8D-E0E80158A51C,View.ashx?M=M&ID=545012&GUID=EE4428A0-44A9-439D-8D8D-E0E80158A51C,#
82,City Council,5/2/2017,,5:00 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=548283&GUID=DF6245F9-5EFF-47E8-85E6-D03F98E35B2D,,,,,View.ashx?M=M&ID=548283&GUID=DF6245F9-5EFF-47E8-85E6-D03F98E35B2D,
83,City Council,4/27/2017,,6:00 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=544810&GUID=E2B1A684-8E5C-4E9E-BAFA-C912A5E9D755,,,MeetingDetail.aspx?ID=544810&GUID=E2B1A684-8E5C-4E9E-BAFA-C912A5E9D755&Options=info&Search=,View.ashx?M=A&ID=544810&GUID=E2B1A684-8E5C-4E9E-BAFA-C912A5E9D755,View.ashx?M=M&ID=544810&GUID=E2B1A684-8E5C-4E9E-BAFA-C912A5E9D755,#
84,City Council,4/27/2017,,6:00 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=546862&GUID=2999955B-44C9-4F14-9B67-3A3287D6D78D,,,,,View.ashx?M=M&ID=546862&GUID=2999955B-44C9-4F14-9B67-3A3287D6D78D,
85,City Council,4/25/2017,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=546861&GUID=FBC259D7-92AF-45EB-A9CB-AACEC07BB8C7,,,,,View.ashx?M=M&ID=546861&GUID=FBC259D7-92AF-45EB-A9CB-AACEC07BB8C7,
86,City Council,4/25/2017,,5:00 PM,Plaza & Council Chambers - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND THE SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=538495&GUID=F958A55D-3390-4063-A375-AC525016D7E5,,,MeetingDetail.aspx?ID=538495&GUID=F958A55D-3390-4063-A375-AC525016D7E5&Options=info&Search=,View.ashx?M=A&ID=538495&GUID=F958A55D-3390-4063-A375-AC525016D7E5,View.ashx?M=M&ID=538495&GUID=F958A55D-3390-4063-A375-AC525016D7E5,#
87,Library Board,4/24/2017,,7:30 PM,Gossamer Conference Room,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=545308&GUID=32EEBCE3-D88A-4DD0-818F-2D94454E89CD,,,MeetingDetail.aspx?ID=545308&GUID=32EEBCE3-D88A-4DD0-818F-2D94454E89CD&Options=info&Search=,,View.ashx?M=M&ID=545308&GUID=32EEBCE3-D88A-4DD0-818F-2D94454E89CD,
88,Environmental Planning Commission,4/19/2017,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=543984&GUID=EA4C9688-5EA2-460F-A1B2-6944CC9E1DFA,,,MeetingDetail.aspx?ID=543984&GUID=EA4C9688-5EA2-460F-A1B2-6944CC9E1DFA&Options=info&Search=,View.ashx?M=A&ID=543984&GUID=EA4C9688-5EA2-460F-A1B2-6944CC9E1DFA,View.ashx?M=M&ID=543984&GUID=EA4C9688-5EA2-460F-A1B2-6944CC9E1DFA,#
89,City Council,4/18/2017,,6:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=546273&GUID=12355478-38C4-4987-BF0B-E5977EB6DD65,,,,,View.ashx?M=M&ID=546273&GUID=12355478-38C4-4987-BF0B-E5977EB6DD65,
90,City Council,4/18/2017,,5:00 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=538489&GUID=40C76482-FF12-4DB3-93E8-B8D19B1B393D,,,MeetingDetail.aspx?ID=538489&GUID=40C76482-FF12-4DB3-93E8-B8D19B1B393D&Options=info&Search=,View.ashx?M=A&ID=538489&GUID=40C76482-FF12-4DB3-93E8-B8D19B1B393D,View.ashx?M=M&ID=538489&GUID=40C76482-FF12-4DB3-93E8-B8D19B1B393D,#
91,Parks and Recreation Commission and Urban Forestry Board,4/12/2017,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=543162&GUID=A26CCB0C-39E6-4FB9-BB63-90DF37AE1DFD,,,MeetingDetail.aspx?ID=543162&GUID=A26CCB0C-39E6-4FB9-BB63-90DF37AE1DFD&Options=info&Search=,View.ashx?M=A&ID=543162&GUID=A26CCB0C-39E6-4FB9-BB63-90DF37AE1DFD,View.ashx?M=M&ID=543162&GUID=A26CCB0C-39E6-4FB9-BB63-90DF37AE1DFD,
92,Environmental Planning Commission,4/5/2017,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=539843&GUID=49CA08E5-42F0-4C0F-8CE7-8CAC0F4E6D85,,,MeetingDetail.aspx?ID=539843&GUID=49CA08E5-42F0-4C0F-8CE7-8CAC0F4E6D85&Options=info&Search=,View.ashx?M=A&ID=539843&GUID=49CA08E5-42F0-4C0F-8CE7-8CAC0F4E6D85,View.ashx?M=M&ID=539843&GUID=49CA08E5-42F0-4C0F-8CE7-8CAC0F4E6D85,#
93,City Council,4/4/2017,,5:00 PM,Council Chambers & Plaza - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=538448&GUID=422EC0F4-FBF2-4AFE-BAF6-5D3F037A2448,,,MeetingDetail.aspx?ID=538448&GUID=422EC0F4-FBF2-4AFE-BAF6-5D3F037A2448&Options=info&Search=,View.ashx?M=A&ID=538448&GUID=422EC0F4-FBF2-4AFE-BAF6-5D3F037A2448,View.ashx?M=M&ID=538448&GUID=422EC0F4-FBF2-4AFE-BAF6-5D3F037A2448,#
94,City Council,4/4/2017,,5:00 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=544160&GUID=69506824-C282-4F6A-9DBA-7ACA1DA091D0,,,,,View.ashx?M=M&ID=544160&GUID=69506824-C282-4F6A-9DBA-7ACA1DA091D0,
95,City Council,3/28/2017,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=538502&GUID=8EB5E34A-1EE7-43E6-AA81-BCA27478473E,,,,,View.ashx?M=M&ID=538502&GUID=8EB5E34A-1EE7-43E6-AA81-BCA27478473E,
96,City Council,3/28/2017,,5:30 PM,Plaza & Council Chambers - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND THE SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=536860&GUID=D8C982A4-76EB-4B91-B1DC-84DA14E544AC,,,MeetingDetail.aspx?ID=536860&GUID=D8C982A4-76EB-4B91-B1DC-84DA14E544AC&Options=info&Search=,View.ashx?M=A&ID=536860&GUID=D8C982A4-76EB-4B91-B1DC-84DA14E544AC,View.ashx?M=M&ID=536860&GUID=D8C982A4-76EB-4B91-B1DC-84DA14E544AC,#
97,Library Board,3/27/2017,,6:00 PM,Gossamer Conference Room,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=538250&GUID=C4B73D25-46C6-40FD-B35E-0ADB31B4946D,,,MeetingDetail.aspx?ID=538250&GUID=C4B73D25-46C6-40FD-B35E-0ADB31B4946D&Options=info&Search=,,View.ashx?M=M&ID=538250&GUID=C4B73D25-46C6-40FD-B35E-0ADB31B4946D,
98,City Council,3/21/2017,,6:30 PM,Council ChambersSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=539577&GUID=BAD1257B-BBC7-4C8F-8F1A-37110F22B203,,,,,View.ashx?M=M&ID=539577&GUID=BAD1257B-BBC7-4C8F-8F1A-37110F22B203,
99,City Council,3/21/2017,,5:00 PM,Council Chambers & Plaza - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=536852&GUID=86FD33B8-9B3D-4CAA-864C-55ED4CFA7770,,,MeetingDetail.aspx?ID=536852&GUID=86FD33B8-9B3D-4CAA-864C-55ED4CFA7770&Options=info&Search=,View.ashx?M=A&ID=536852&GUID=86FD33B8-9B3D-4CAA-864C-55ED4CFA7770,View.ashx?M=M&ID=536852&GUID=86FD33B8-9B3D-4CAA-864C-55ED4CFA7770,#
0,Environmental Planning Commission,3/15/2017,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=537895&GUID=D5959172-492B-4429-B1EA-BBD0690321DA,,,MeetingDetail.aspx?ID=537895&GUID=D5959172-492B-4429-B1EA-BBD0690321DA&Options=info&Search=,View.ashx?M=A&ID=537895&GUID=D5959172-492B-4429-B1EA-BBD0690321DA,View.ashx?M=M&ID=537895&GUID=D5959172-492B-4429-B1EA-BBD0690321DA,#
1,Parks and Recreation Commission and Urban Forestry Board,3/15/2017,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=538017&GUID=BB8F8D73-AF1F-4FDB-9580-02BC18A1BF96,,,MeetingDetail.aspx?ID=538017&GUID=BB8F8D73-AF1F-4FDB-9580-02BC18A1BF96&Options=info&Search=,View.ashx?M=A&ID=538017&GUID=BB8F8D73-AF1F-4FDB-9580-02BC18A1BF96,View.ashx?M=M&ID=538017&GUID=BB8F8D73-AF1F-4FDB-9580-02BC18A1BF96,
2,City Council,3/7/2017,,7:00 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=538268&GUID=75D680C5-B4A0-4E3F-AFAF-A2288C3601B8,,,,,View.ashx?M=M&ID=538268&GUID=75D680C5-B4A0-4E3F-AFAF-A2288C3601B8,
3,City Council,3/7/2017,,5:00 PM,Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=536651&GUID=87C70FD5-C2D5-457B-B6B7-D1B917F250D6,,,MeetingDetail.aspx?ID=536651&GUID=87C70FD5-C2D5-457B-B6B7-D1B917F250D6&Options=info&Search=,View.ashx?M=A&ID=536651&GUID=87C70FD5-C2D5-457B-B6B7-D1B917F250D6,View.ashx?M=M&ID=536651&GUID=87C70FD5-C2D5-457B-B6B7-D1B917F250D6,#
4,Library Board,3/2/2017,,7:30 PM,Gossamer Conference Room,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=534797&GUID=B4313CE4-94D1-4742-85D8-6B2F774A4136,,,MeetingDetail.aspx?ID=534797&GUID=B4313CE4-94D1-4742-85D8-6B2F774A4136&Options=info&Search=,,View.ashx?M=M&ID=534797&GUID=B4313CE4-94D1-4742-85D8-6B2F774A4136,
5,Environmental Planning Commission,3/1/2017,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=536304&GUID=09925CAF-F24C-4F0D-9779-6BA50AE26888,,,MeetingDetail.aspx?ID=536304&GUID=09925CAF-F24C-4F0D-9779-6BA50AE26888&Options=info&Search=,View.ashx?M=A&ID=536304&GUID=09925CAF-F24C-4F0D-9779-6BA50AE26888,View.ashx?M=M&ID=536304&GUID=09925CAF-F24C-4F0D-9779-6BA50AE26888,#
6,City Council,2/28/2017,,5:00 PM,Plaza & Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=535001&GUID=B175B0BA-325D-411F-8B1B-AE0214D34B38,,,MeetingDetail.aspx?ID=535001&GUID=B175B0BA-325D-411F-8B1B-AE0214D34B38&Options=info&Search=,View.ashx?M=A&ID=535001&GUID=B175B0BA-325D-411F-8B1B-AE0214D34B38,View.ashx?M=M&ID=535001&GUID=B175B0BA-325D-411F-8B1B-AE0214D34B38,#
7,City Council,2/27/2017,,6:00 PM,Police and Fire Auditorium - 1000 Villa St.,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=534997&GUID=1CE4DAAA-41FE-448A-B4E8-4134023F3908,,,MeetingDetail.aspx?ID=534997&GUID=1CE4DAAA-41FE-448A-B4E8-4134023F3908&Options=info&Search=,View.ashx?M=A&ID=534997&GUID=1CE4DAAA-41FE-448A-B4E8-4134023F3908,View.ashx?M=M&ID=534997&GUID=1CE4DAAA-41FE-448A-B4E8-4134023F3908,
8,Environmental Planning Commission,2/22/2017,,7:00 PM,Atrium Conference Room,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=535064&GUID=AA86EDFA-1672-4F67-93A5-2E2CB5BD2363,,,MeetingDetail.aspx?ID=535064&GUID=AA86EDFA-1672-4F67-93A5-2E2CB5BD2363&Options=info&Search=,View.ashx?M=A&ID=535064&GUID=AA86EDFA-1672-4F67-93A5-2E2CB5BD2363,,
9,City Council,2/21/2017,,5:30 PM,Council Chambers & Plaza - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=534962&GUID=32860838-CFE4-40EF-96E2-B1B712379FF5,,,MeetingDetail.aspx?ID=534962&GUID=32860838-CFE4-40EF-96E2-B1B712379FF5&Options=info&Search=,View.ashx?M=A&ID=534962&GUID=32860838-CFE4-40EF-96E2-B1B712379FF5,View.ashx?M=M&ID=534962&GUID=32860838-CFE4-40EF-96E2-B1B712379FF5,#
10,Environmental Planning Commission,2/15/2017,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=533255&GUID=CA002064-2104-445B-BE0B-9BC35521486B,,,MeetingDetail.aspx?ID=533255&GUID=CA002064-2104-445B-BE0B-9BC35521486B&Options=info&Search=,View.ashx?M=A&ID=533255&GUID=CA002064-2104-445B-BE0B-9BC35521486B,View.ashx?M=M&ID=533255&GUID=CA002064-2104-445B-BE0B-9BC35521486B,#
