,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Audio Text,Caption Notes Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL,Audio URL,Caption Notes URL
43,City Council,10/25/2016,,5:00 PM,Special Meeting - Study Session (Audio Only),Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=513140&GUID=0929482D-03C1-4783-A5DE-B63C9404C7BF,,,MeetingDetail.aspx?ID=513140&GUID=0929482D-03C1-4783-A5DE-B63C9404C7BF&Options=info&Search=,View.ashx?M=A&ID=513140&GUID=0929482D-03C1-4783-A5DE-B63C9404C7BF,,#,#,#
44,City Council,10/25/2016,,4:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meetings: Closed Sessions-4 PM | Study Session-5 PM | Special Meeting-6:30 PM | Regular Meeting-7 PM | Special Meeting: Joint Meeting with City Council and Redevelopment Successor Agency-immediately following City Council meeting",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=455196&GUID=CCB0CAB0-C0FE-4BCA-8A15-1DE917E41C47,,,MeetingDetail.aspx?ID=455196&GUID=CCB0CAB0-C0FE-4BCA-8A15-1DE917E41C47&Options=info&Search=,View.ashx?M=A&ID=455196&GUID=CCB0CAB0-C0FE-4BCA-8A15-1DE917E41C47,View.ashx?M=M&ID=455196&GUID=CCB0CAB0-C0FE-4BCA-8A15-1DE917E41C47,#,#,#
45,Planning Commission,10/24/2016,,7:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Study Session Cancelled | Special Meeting - Public Hearing 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=444554&GUID=61A4E116-2168-4B81-A936-8B6722B0256E,,,MeetingDetail.aspx?ID=444554&GUID=61A4E116-2168-4B81-A936-8B6722B0256E&Options=info&Search=,View.ashx?M=A&ID=444554&GUID=61A4E116-2168-4B81-A936-8B6722B0256E,View.ashx?M=M&ID=444554&GUID=61A4E116-2168-4B81-A936-8B6722B0256E,#,#,#
46,Bicycle and Pedestrian Advisory Commission,10/20/2016,,6:30 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=450742&GUID=37539F50-5530-417B-82D2-BE169E0B6D45,,,MeetingDetail.aspx?ID=450742&GUID=37539F50-5530-417B-82D2-BE169E0B6D45&Options=info&Search=,View.ashx?M=A&ID=450742&GUID=37539F50-5530-417B-82D2-BE169E0B6D45,View.ashx?M=M&ID=450742&GUID=37539F50-5530-417B-82D2-BE169E0B6D45,#,#,#
47,Arts Commission,10/19/2016,,7:00 PM,Meeting Canceled,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=448419&GUID=70C5E637-4208-4137-A888-4564AB984539,,,MeetingDetail.aspx?ID=448419&GUID=70C5E637-4208-4137-A888-4564AB984539&Options=info&Search=,,,,,
48,Housing and Human Services Commission,10/19/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=506939&GUID=54CAC203-F753-400F-B499-5FA7E1A34C08,,,MeetingDetail.aspx?ID=506939&GUID=54CAC203-F753-400F-B499-5FA7E1A34C08&Options=info&Search=,View.ashx?M=A&ID=506939&GUID=54CAC203-F753-400F-B499-5FA7E1A34C08,View.ashx?M=M&ID=506939&GUID=54CAC203-F753-400F-B499-5FA7E1A34C08,#,#,#
49,City Council,10/18/2016,,6:00 PM,"Sunnyvale Community Center Ballroom, 550 E Remington Drive, Sunnyvale, CA 94087Special Meeting: Town Hall Meeting to Discuss Increased Airplane Noise in Sunnyvale",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=511163&GUID=4D221DE7-630D-4AE4-B266-39D7365339DB,,,MeetingDetail.aspx?ID=511163&GUID=4D221DE7-630D-4AE4-B266-39D7365339DB&Options=info&Search=,View.ashx?M=A&ID=511163&GUID=4D221DE7-630D-4AE4-B266-39D7365339DB,,#,#,#
50,Sustainability Commission,10/17/2016,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=455612&GUID=F07C20A4-6B48-4872-8E52-0F94ABC22AA3,,,MeetingDetail.aspx?ID=455612&GUID=F07C20A4-6B48-4872-8E52-0F94ABC22AA3&Options=info&Search=,View.ashx?M=A&ID=455612&GUID=F07C20A4-6B48-4872-8E52-0F94ABC22AA3,View.ashx?M=M&ID=455612&GUID=F07C20A4-6B48-4872-8E52-0F94ABC22AA3,#,#,#
51,Planning Commission,10/17/2016,,6:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6 PM | Special Meeting - Public Hearing 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=503806&GUID=DEFECD7C-BDA2-4986-B7DC-9CFE5A83D9BB,,,MeetingDetail.aspx?ID=503806&GUID=DEFECD7C-BDA2-4986-B7DC-9CFE5A83D9BB&Options=info&Search=,View.ashx?M=A&ID=503806&GUID=DEFECD7C-BDA2-4986-B7DC-9CFE5A83D9BB,View.ashx?M=M&ID=503806&GUID=DEFECD7C-BDA2-4986-B7DC-9CFE5A83D9BB,#,#,#
52,Parks and Recreation Commission,10/12/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=448346&GUID=E2A89404-940B-40FA-B806-9E472ACB741E,,,MeetingDetail.aspx?ID=448346&GUID=E2A89404-940B-40FA-B806-9E472ACB741E&Options=info&Search=,View.ashx?M=A&ID=448346&GUID=E2A89404-940B-40FA-B806-9E472ACB741E,View.ashx?M=M&ID=448346&GUID=E2A89404-940B-40FA-B806-9E472ACB741E,#,#,#
53,Zoning Administrator Hearing,10/12/2016,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086MEETING CANCELED",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=502402&GUID=AEB1B966-8C8F-490F-932E-1F0BAC2A2CDD,,,MeetingDetail.aspx?ID=502402&GUID=AEB1B966-8C8F-490F-932E-1F0BAC2A2CDD&Options=info&Search=,,,,,
54,Planning Commission,10/10/2016,,6:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6 PM | Special Meeting - Public Hearing 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=444553&GUID=634C6DEA-257F-490B-99CE-4E6813E9E5F0,,,MeetingDetail.aspx?ID=444553&GUID=634C6DEA-257F-490B-99CE-4E6813E9E5F0&Options=info&Search=,View.ashx?M=A&ID=444553&GUID=634C6DEA-257F-490B-99CE-4E6813E9E5F0,View.ashx?M=M&ID=444553&GUID=634C6DEA-257F-490B-99CE-4E6813E9E5F0,#,#,#
55,Heritage Preservation Commission,10/5/2016,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=456350&GUID=9C6E8112-FBBF-4F80-8438-042B662AFC0F,,,MeetingDetail.aspx?ID=456350&GUID=9C6E8112-FBBF-4F80-8438-042B662AFC0F&Options=info&Search=,View.ashx?M=A&ID=456350&GUID=9C6E8112-FBBF-4F80-8438-042B662AFC0F,,#,#,#
56,City Council,10/4/2016,,5:30 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting-Study Session-5:30 PM | Regular Meeting-7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=455194&GUID=5FE9CF68-C0FB-4F19-8334-ACF2DBE908BF,,,MeetingDetail.aspx?ID=455194&GUID=5FE9CF68-C0FB-4F19-8334-ACF2DBE908BF&Options=info&Search=,View.ashx?M=A&ID=455194&GUID=5FE9CF68-C0FB-4F19-8334-ACF2DBE908BF,View.ashx?M=M&ID=455194&GUID=5FE9CF68-C0FB-4F19-8334-ACF2DBE908BF,#,#,#
57,Board of Library Trustees,10/3/2016,,7:00 PM,"Library Program Room, Sunnyvale Public Library, 665 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=450373&GUID=2C5DE23F-0B71-4C19-B30D-E36059D06C3A,,,MeetingDetail.aspx?ID=450373&GUID=2C5DE23F-0B71-4C19-B30D-E36059D06C3A&Options=info&Search=,View.ashx?M=A&ID=450373&GUID=2C5DE23F-0B71-4C19-B30D-E36059D06C3A,View.ashx?M=M&ID=450373&GUID=2C5DE23F-0B71-4C19-B30D-E36059D06C3A,#,#,#
58,Special Events,10/3/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Avenue, Sunnyvale, CA 94086League of Women Voters City Council CANDIDATE FORUM - General Municipal Election November 2016 - Seats 4 & 6",Meeting details,Special Event,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=504831&GUID=E3BE5321-5419-41F3-BF83-D204ACE69622,,,MeetingDetail.aspx?ID=504831&GUID=E3BE5321-5419-41F3-BF83-D204ACE69622&Options=info&Search=,View.ashx?M=A&ID=504831&GUID=E3BE5321-5419-41F3-BF83-D204ACE69622,,#,#,#
59,Special Events,9/29/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Avenue, Sunnyvale, CA 94086League of Women Voters City Council CANDIDATE FORUM - General Municipal Election November 2016 - Seats 5 & 7",Meeting details,Special Event,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=504830&GUID=AA836665-B2BE-402C-A17E-7050D0A65CA9,,,MeetingDetail.aspx?ID=504830&GUID=AA836665-B2BE-402C-A17E-7050D0A65CA9&Options=info&Search=,View.ashx?M=A&ID=504830&GUID=AA836665-B2BE-402C-A17E-7050D0A65CA9,,#,#,#
60,Housing and Human Services Commission,9/28/2016,,7:00 PM,Meeting Canceled,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=465589&GUID=EB77B5C2-4F68-47A7-B52F-84F2E8593566,,,,,,,,
61,Zoning Administrator Hearing,9/28/2016,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086MEETING CANCELED",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=502401&GUID=EBBFA7C5-CEAE-4E8D-BFA1-E29BF7E61149,,,MeetingDetail.aspx?ID=502401&GUID=EBBFA7C5-CEAE-4E8D-BFA1-E29BF7E61149&Options=info&Search=,,,,,
62,Planning Commission,9/26/2016,,6:30 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6 PM | Special Meeting - Public Hearing 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=444552&GUID=D2E6520C-A9A8-48E0-A5B6-E2147F7DADD1,,,MeetingDetail.aspx?ID=444552&GUID=D2E6520C-A9A8-48E0-A5B6-E2147F7DADD1&Options=info&Search=,View.ashx?M=A&ID=444552&GUID=D2E6520C-A9A8-48E0-A5B6-E2147F7DADD1,View.ashx?M=M&ID=444552&GUID=D2E6520C-A9A8-48E0-A5B6-E2147F7DADD1,#,#,#
63,Arts Commission,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Avenue, Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506156&GUID=DF042BB3-1463-43E3-9E14-1D6A48FCDF38,,,MeetingDetail.aspx?ID=506156&GUID=DF042BB3-1463-43E3-9E14-1D6A48FCDF38&Options=info&Search=,View.ashx?M=A&ID=506156&GUID=DF042BB3-1463-43E3-9E14-1D6A48FCDF38,,,,
64,Bicycle and Pedestrian Advisory Commission,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506167&GUID=E82CDC8F-9589-4886-BDC8-901F8D149276,,,MeetingDetail.aspx?ID=506167&GUID=E82CDC8F-9589-4886-BDC8-901F8D149276&Options=info&Search=,View.ashx?M=A&ID=506167&GUID=E82CDC8F-9589-4886-BDC8-901F8D149276,,,,
65,Board of Building Code Appeals,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Avenue, Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506168&GUID=AF1B763E-A538-468F-8634-A8883D5AB97C,,,MeetingDetail.aspx?ID=506168&GUID=AF1B763E-A538-468F-8634-A8883D5AB97C&Options=info&Search=,View.ashx?M=A&ID=506168&GUID=AF1B763E-A538-468F-8634-A8883D5AB97C,,,,
66,Board of Library Trustees,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506169&GUID=99A01C48-370A-4F16-9444-EFBAB81CA132,,,MeetingDetail.aspx?ID=506169&GUID=99A01C48-370A-4F16-9444-EFBAB81CA132&Options=info&Search=,View.ashx?M=A&ID=506169&GUID=99A01C48-370A-4F16-9444-EFBAB81CA132,,,,
67,Heritage Preservation Commission,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506170&GUID=0B157F28-1174-4167-84BF-B9110B986147,,,MeetingDetail.aspx?ID=506170&GUID=0B157F28-1174-4167-84BF-B9110B986147&Options=info&Search=,View.ashx?M=A&ID=506170&GUID=0B157F28-1174-4167-84BF-B9110B986147,,,,
68,Housing and Human Services Commission,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506171&GUID=CAE3A098-5CC4-4C2B-98EE-3468EA561B8D,,,MeetingDetail.aspx?ID=506171&GUID=CAE3A098-5CC4-4C2B-98EE-3468EA561B8D&Options=info&Search=,View.ashx?M=A&ID=506171&GUID=CAE3A098-5CC4-4C2B-98EE-3468EA561B8D,,,,
69,Parks and Recreation Commission,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506172&GUID=571D82D2-5C49-4432-9253-D651E5649F04,,,MeetingDetail.aspx?ID=506172&GUID=571D82D2-5C49-4432-9253-D651E5649F04&Options=info&Search=,View.ashx?M=A&ID=506172&GUID=571D82D2-5C49-4432-9253-D651E5649F04,,,,
70,Personnel Board,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Avenue, Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506177&GUID=4F172C7D-CAB0-4E18-9F4F-125823B56EE7,,,MeetingDetail.aspx?ID=506177&GUID=4F172C7D-CAB0-4E18-9F4F-125823B56EE7&Options=info&Search=,View.ashx?M=A&ID=506177&GUID=4F172C7D-CAB0-4E18-9F4F-125823B56EE7,,,,
71,Planning Commission,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506178&GUID=BD865ECC-107C-46BA-A671-3E359E012C9A,,,MeetingDetail.aspx?ID=506178&GUID=BD865ECC-107C-46BA-A671-3E359E012C9A&Options=info&Search=,View.ashx?M=A&ID=506178&GUID=BD865ECC-107C-46BA-A671-3E359E012C9A,,,,
72,Sustainability Commission,9/22/2016,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Presentation to Boards and Commissions on the Update of the Land Use and Transportation Element (LUTE) and Draft Environmental Impact Report (DEIR)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=506179&GUID=712B673B-7C47-4824-A41A-FE39912EA4CB,,,MeetingDetail.aspx?ID=506179&GUID=712B673B-7C47-4824-A41A-FE39912EA4CB&Options=info&Search=,View.ashx?M=A&ID=506179&GUID=712B673B-7C47-4824-A41A-FE39912EA4CB,,,,
73,Housing and Human Services Commission,9/21/2016,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=447541&GUID=DDCEC037-49FC-42EF-84EF-BFE391DD80A8,,,MeetingDetail.aspx?ID=447541&GUID=DDCEC037-49FC-42EF-84EF-BFE391DD80A8&Options=info&Search=,View.ashx?M=A&ID=447541&GUID=DDCEC037-49FC-42EF-84EF-BFE391DD80A8,View.ashx?M=M&ID=447541&GUID=DDCEC037-49FC-42EF-84EF-BFE391DD80A8,#,#,#
74,Arts Commission,9/21/2016,,7:00 PM,"Neighborhood Room - Recreation Center, Sunnyvale Community Center, 550 E. Remington Drive, Sunnyvale, CA 94087",Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=448418&GUID=C3314B90-6A6F-4468-8F9C-BE0D13869606,,,MeetingDetail.aspx?ID=448418&GUID=C3314B90-6A6F-4468-8F9C-BE0D13869606&Options=info&Search=,View.ashx?M=A&ID=448418&GUID=C3314B90-6A6F-4468-8F9C-BE0D13869606,,#,#,#
75,City Council,9/20/2016,,6:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Workshop-6 P.M. | Regular Meeting-7 P.M.",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=455192&GUID=EDBDF983-695C-43AD-9A70-52C4C917831D,,,MeetingDetail.aspx?ID=455192&GUID=EDBDF983-695C-43AD-9A70-52C4C917831D&Options=info&Search=,View.ashx?M=A&ID=455192&GUID=EDBDF983-695C-43AD-9A70-52C4C917831D,View.ashx?M=M&ID=455192&GUID=EDBDF983-695C-43AD-9A70-52C4C917831D,#,#,#
76,City Council,9/20/2016,,6:00 PM,Special Meeting - Study Session (Audio Only),Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=506612&GUID=35630BB3-89BA-4BF6-9A5E-3E6761FB1D94,,,MeetingDetail.aspx?ID=506612&GUID=35630BB3-89BA-4BF6-9A5E-3E6761FB1D94&Options=info&Search=,View.ashx?M=A&ID=506612&GUID=35630BB3-89BA-4BF6-9A5E-3E6761FB1D94,,#,#,#
77,Sustainability Commission,9/19/2016,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Sustainability Commission Full Agenda Packet 20160919,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=455611&GUID=2B19CB5A-4B0A-40F8-86A7-7F660E0038E5,,,MeetingDetail.aspx?ID=455611&GUID=2B19CB5A-4B0A-40F8-86A7-7F660E0038E5&Options=info&Search=,View.ashx?M=A&ID=455611&GUID=2B19CB5A-4B0A-40F8-86A7-7F660E0038E5,View.ashx?M=M&ID=455611&GUID=2B19CB5A-4B0A-40F8-86A7-7F660E0038E5,#,#,#
78,Bicycle and Pedestrian Advisory Commission,9/15/2016,,6:30 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=450741&GUID=2DA1CFBF-BD7E-4BAF-A38D-49FFA4D3D08F,,,MeetingDetail.aspx?ID=450741&GUID=2DA1CFBF-BD7E-4BAF-A38D-49FFA4D3D08F&Options=info&Search=,View.ashx?M=A&ID=450741&GUID=2DA1CFBF-BD7E-4BAF-A38D-49FFA4D3D08F,View.ashx?M=M&ID=450741&GUID=2DA1CFBF-BD7E-4BAF-A38D-49FFA4D3D08F,#,#,#
79,Parks and Recreation Commission,9/14/2016,,7:00 PM,MEETING CANCELED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=448345&GUID=55DAA759-03B1-48CD-AFD7-F90C316A3A7A,,,MeetingDetail.aspx?ID=448345&GUID=55DAA759-03B1-48CD-AFD7-F90C316A3A7A&Options=info&Search=,,,,,
80,Zoning Administrator Hearing,9/14/2016,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=502400&GUID=2C1376A1-292E-4334-AA60-AB33B3F591E8,,,MeetingDetail.aspx?ID=502400&GUID=2C1376A1-292E-4334-AA60-AB33B3F591E8&Options=info&Search=,View.ashx?M=A&ID=502400&GUID=2C1376A1-292E-4334-AA60-AB33B3F591E8,View.ashx?M=M&ID=502400&GUID=2C1376A1-292E-4334-AA60-AB33B3F591E8,,,
81,City Council,9/13/2016,,6:00 PM,Special Meeting - Study Session (Audio Only),Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=505607&GUID=5A987AF2-94EF-40A5-A7A4-99BCBED36606,,,MeetingDetail.aspx?ID=505607&GUID=5A987AF2-94EF-40A5-A7A4-99BCBED36606&Options=info&Search=,View.ashx?M=A&ID=505607&GUID=5A987AF2-94EF-40A5-A7A4-99BCBED36606,,#,#,#
82,City Council,9/13/2016,,5:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting-Closed Session-5 PM | Special Meeting-Study Session-6 PM | Regular Meeting-7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=455191&GUID=DE43731C-FCF9-4643-ABDB-343E7BE13F89,,,MeetingDetail.aspx?ID=455191&GUID=DE43731C-FCF9-4643-ABDB-343E7BE13F89&Options=info&Search=,View.ashx?M=A&ID=455191&GUID=DE43731C-FCF9-4643-ABDB-343E7BE13F89,View.ashx?M=M&ID=455191&GUID=DE43731C-FCF9-4643-ABDB-343E7BE13F89,#,#,#
83,Board of Library Trustees,9/12/2016,,7:00 PM,MEETING CANCELED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=450372&GUID=9FDDAE51-F482-4FC7-860E-0ACE9FCE897A,,,,,,,,
84,Planning Commission,9/12/2016,,6:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6 PM | Special Meeting - Public Hearing 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=444551&GUID=73AB83C8-B0C0-44AD-9861-1DC3E1DF09F6,,,MeetingDetail.aspx?ID=444551&GUID=73AB83C8-B0C0-44AD-9861-1DC3E1DF09F6&Options=info&Search=,View.ashx?M=A&ID=444551&GUID=73AB83C8-B0C0-44AD-9861-1DC3E1DF09F6,View.ashx?M=M&ID=444551&GUID=73AB83C8-B0C0-44AD-9861-1DC3E1DF09F6,#,#,#
85,Heritage Preservation Commission,9/7/2016,,7:00 PM,MEETING CANCELED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=456349&GUID=8064980E-6237-4098-BC73-DD082CD8EA02,,,,,,,,
86,Housing and Human Services Commission,8/24/2016,,7:00 PM,Meeting Canceled,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=447566&GUID=0CEE352D-507C-47BE-BA33-66B27AC32CB4,,,,,,,,
87,Zoning Administrator Hearing,8/24/2016,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=500550&GUID=7E56932B-11D1-40CD-9365-B74D7AA122FA,,,MeetingDetail.aspx?ID=500550&GUID=7E56932B-11D1-40CD-9365-B74D7AA122FA&Options=info&Search=,View.ashx?M=A&ID=500550&GUID=7E56932B-11D1-40CD-9365-B74D7AA122FA,View.ashx?M=M&ID=500550&GUID=7E56932B-11D1-40CD-9365-B74D7AA122FA,,,
88,City Council,8/23/2016,,5:15 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting-Closed Session-5:15 PM | Joint Study Session with Planning Commission-6 PM | Regular Meeting-7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=455190&GUID=4C2DA19A-5964-4699-86F6-B358D0317C49,,,MeetingDetail.aspx?ID=455190&GUID=4C2DA19A-5964-4699-86F6-B358D0317C49&Options=info&Search=,View.ashx?M=A&ID=455190&GUID=4C2DA19A-5964-4699-86F6-B358D0317C49,View.ashx?M=M&ID=455190&GUID=4C2DA19A-5964-4699-86F6-B358D0317C49,#,#,#
