,city,committee,date,doc_type,url,local_path_pdf,local_path_txt,meeting_type,cancelled,month,time,doc_format,local_path_html
Biggs_2017-08-08_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2017-08-08 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-08-08-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-08-08_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-08-08_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2017-08-07_City-Council_Agenda,Gridley,City Council,2017-08-07 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/8-7-17_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-08-07_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-08-07_City-Council_Agenda.txt,,,,,,
Gridley_2017-08-07_City-Council_Minutes,Gridley,City Council,2017-08-07 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/8-7-17_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-08-07_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-08-07_City-Council_Minutes.txt,,,,,,
Biggs_2017-07-25_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2017-07-25 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-07-25-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-07-25_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-07-25_Special-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-07-25_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2017-07-25 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-07-25-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-07-25_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-07-25_Special-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2017-07-24_Planning-Commission_Agenda,Gridley,Planning Commission,2017-07-24 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/7-24-17_PC_Agenda_Packet.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-07-24_Planning-Commission_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-07-24_Planning-Commission_Agenda.txt,,,,,,
Gridley_2017-07-24_Planning-Commission_Minutes,Gridley,Planning Commission,2017-07-24 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/7-24-17_PC_Minutes_-_Drafts.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-07-24_Planning-Commission_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-07-24_Planning-Commission_Minutes.txt,,,,,,
Gridley_2017-07-17_City-Council_Agenda,Gridley,City Council,2017-07-17 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/7-17-17_agenda1.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-07-17_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-07-17_City-Council_Agenda.txt,,,,,,
Gridley_2017-07-17_City-Council_Minutes,Gridley,City Council,2017-07-17 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/7-17-17_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-07-17_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2017-07-17_City-Council_Minutes.txt,,,,,,
Biggs_2017-07-11_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2017-07-11 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-07-11-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-07-11_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-07-11_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-07-11_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2017-07-11 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-07-11-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-07-11_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-07-11_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-06-27_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2017-06-27 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-06-27-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-06-27_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-06-27_Special-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-06-27_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2017-06-27 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-06-27-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-06-27_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-06-27_Special-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-06-13_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2017-06-13 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-06-13-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-06-13_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-06-13_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-06-13_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2017-06-13 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-06-13-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-06-13_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-06-13_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-05-23_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2017-05-23 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-05-23-17-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-05-23_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-05-23_Special-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-05-23_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2017-05-23 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-05-23-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-05-23_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-05-23_Special-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-05-09_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2017-05-09 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-05-09-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-05-09_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-05-09_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-05-09_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2017-05-09 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-05-09-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-05-09_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-05-09_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-04-20_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2017-04-20 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-04-20-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-04-20_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-04-20_Special-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-04-20_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2017-04-20 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-04-20-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-04-20_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-04-20_Special-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-04-11_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2017-04-11 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-04-11-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-04-11_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-04-11_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-04-11_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2017-04-11 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-04-11-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-04-11_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-04-11_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-03-28_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2017-03-28 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-03-28-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-03-28_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-03-28_Special-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-03-28_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2017-03-28 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-03-28-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-03-28_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-03-28_Special-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-03-14_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2017-03-14 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-03-14-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-03-14_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-03-14_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-03-14_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2017-03-14 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-03-14-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-03-14_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-03-14_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2017-02-28_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2017-02-28 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-02-28-17-Special.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-02-28_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-02-28_Special-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2017-02-28_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2017-02-28 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/min-02-28-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-02-28_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-02-28_Special-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Live-Oak_2017-02-22_City-Council---Study-Session_Agenda,Live Oak,City Council - Study Session,2017-02-22 18:00:00,Agenda,http://liveoakca.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1043&Inline=True,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-22_City-Council---Study-Session_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-22_City-Council---Study-Session_Agenda.txt,,,February,,,
Live-Oak_2017-02-22_City-Council---Study-Session_Mtg_Page,Live Oak,City Council - Study Session,2017-02-22 18:00:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1040,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-22_City-Council---Study-Session_Mtg_Page.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-22_City-Council---Study-Session_Mtg_Page.txt,,,February,,,
Live-Oak_2017-02-16_City-Council---Study-Session_Mtg_Page,Live Oak,City Council - Study Session,2017-02-16 18:00:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1039,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-16_City-Council---Study-Session_Mtg_Page.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-16_City-Council---Study-Session_Mtg_Page.txt,,,February,,,
Live-Oak_2017-02-15_City-Council---Regular-Meeting_Agenda,Live Oak,City Council - Regular Meeting,2017-02-15 16:30:00,Agenda,http://liveoakca.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1041&Inline=True,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-15_City-Council---Regular-Meeting_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-15_City-Council---Regular-Meeting_Agenda.txt,,,February,,,
Live-Oak_2017-02-15_City-Council---Regular-Meeting_Mtg_Page,Live Oak,City Council - Regular Meeting,2017-02-15 16:30:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1038,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-15_City-Council---Regular-Meeting_Mtg_Page.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-15_City-Council---Regular-Meeting_Mtg_Page.txt,,,February,,,
Biggs_2017-02-14_Y-Council-Meeting-- Meeting-Cancelled_Agendas,Biggs,y Council Meeting - Meeting Cancelled,2017-02-14 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2017-Agendas--Minutes/ag-02-14-17.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-02-14_Y-Council-Meeting-- Meeting-Cancelled_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2017-02-14_Y-Council-Meeting-- Meeting-Cancelled_Agendas.txt,,,,6:30 pm,,
Biggs_2017-02-14_Y-Council-Meeting-- Meeting-Cancelled_Minutes,Biggs,y Council Meeting - Meeting Cancelled,2017-02-14 00:00:00,Minutes,,,,,,,6:30 pm,,
Live-Oak_2017-02-01_City-Council---Regular-Meeting_Agenda,Live Oak,City Council - Regular Meeting,2017-02-01 18:00:00,Agenda,http://liveoakca.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1037&Inline=True,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-01_City-Council---Regular-Meeting_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-01_City-Council---Regular-Meeting_Agenda.txt,,,February,,,
Live-Oak_2017-02-01_City-Council---Regular-Meeting_Mtg_Page,Live Oak,City Council - Regular Meeting,2017-02-01 18:00:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1034,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-01_City-Council---Regular-Meeting_Mtg_Page.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-02-01_City-Council---Regular-Meeting_Mtg_Page.txt,,,February,,,
Live-Oak_2017-01-31_City-Council---Study-Session_Agenda,Live Oak,City Council - Study Session,2017-01-31 18:00:00,Agenda,http://liveoakca.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1039&Inline=True,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-01-31_City-Council---Study-Session_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-01-31_City-Council---Study-Session_Agenda.txt,,,January,,,
Live-Oak_2017-01-31_City-Council---Study-Session_Mtg_Page,Live Oak,City Council - Study Session,2017-01-31 18:00:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1035,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-01-31_City-Council---Study-Session_Mtg_Page.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-01-31_City-Council---Study-Session_Mtg_Page.txt,,,January,,,
Live-Oak_2017-01-25_City-Council---Special-Meeting_Agenda,Live Oak,City Council - Special Meeting,2017-01-25 18:00:00,Agenda,http://liveoakca.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1038&Inline=True,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-01-25_City-Council---Special-Meeting_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-01-25_City-Council---Special-Meeting_Agenda.txt,,,January,,,
Live-Oak_2017-01-25_City-Council---Special-Meeting_Mtg_Page,Live Oak,City Council - Special Meeting,2017-01-25 18:00:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1028,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-01-25_City-Council---Special-Meeting_Mtg_Page.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-01-25_City-Council---Special-Meeting_Mtg_Page.txt,,,January,,,
